Name,Number,Hours,Title,Description,Prerequisites,Concurrent Prerequisites,Semesters
CD,549,3,Sociolinguistics in SLP,"This course examines the relationship between language and society, with a primary focus on regional variation and social variation resulting from the interaction between various social constructs such as gender, class, culture, and ethnicity, with an emphasis on how variation might impact a clinical setting.",(CD 225) and (CD 226) and (CD 244) and (CD 275) and (CD 277),,FS
CD,550,"1,3",Independent Study,,,,FS
CD,551,3,Phonolog Dev Assessmnt Intervn,"Advanced study of normal phonological/articulation development. Presentation and discussion of theories, practices, differential diagnosis, and intervention of disorders of articulation/phonology.",,,FS
CD,552,3,Neurology I,Basic neuroanatomy of the normal human cortex and what happens when impacted by disease or trauma.,,,FS
CD,553,3,Neuro II,"Advanced study of the nature, assessment, and treatment of language and cognitive disorders associated with acquired brain injury, such as stroke, TBI, and dementia.",,,FS
CD,554,3,Fluency Disorders,"The study of the nature, assessment, and treatment of stuttering. Emphasis on understanding the different onset and developmental theories and different approaches to treatment.",,,FS
CD,555,3,Sem In Voice Disorders,"Advanced study of the physiological, acoustical, and psychological factors underlying voice disorders, methods of rehabilitation, and problems in research.",,,FS
CD,556,3,Acquired Motor Speech Disorder,"Advanced study of the nature, assessment and treatment of acquired speech disorders, including dysarthria and apraxia.",,,FS
CD,557,3,Languae Diagnosis Spec Populat,"Theories, practices, and methods of differential diagnosis and intervention for language and phonology in multicultural, behaviorally disordered, severely multi-handicapped, mentally retarded, and learning disabled populations.",,,FS
CD,575,3,Dysphagia In Children,"Advanced study of the nature, assessment, and treatment of swallowing disorders in children. Special populations (tracheostomized, ventilator) will be included.",Graduate standing,,FS
CD,576,3,Dysphagia In Adults,"Advanced study of the nature, assessment, and treatment of swallowing disorders in adults. Special populations (tracheostomized, ventilator-dependent) will be included.",,,FS
CD,578,2,Counseling in Communicative Disorders,"Counseling in Communication Disorders introduces students to basic theoretical foundations of counseling, approaches to conduct interviews, basic counseling strategies, and the role of the counselor in the therapeutic alliance. Students have the opportunity to experience basic counseling strategies via in class activities.",,,FS
CD,599,"1,6",Thesis Research,"All aspects of the thesis, from selecting a problem to writing the results and conclusions.",,,FS
CE,121,1,Intro Civil Constrctn Envir Eg,"Introduce the student to the areas of professional, civil and environmental engineering practices with exposure to faculty members specializing in each area, solving typical problems in each professional area, learning of the activities of service organizations, and the responsibilities of professional practice.",,,FS
CE,220,3,Society Infrastruct &amp; Environm,"Permitting, environmental impact statements and other environmental issues associated with human activities and engineering projects.",,,FS
CE,260,2,Civil &amp;  Construction Surveying,"Precise measurement of lengths, angles, areas, and elevations in geodetic systems; computation of construction control, including highway alignment and land areas.",(ENGR 161 or ENGR 171 or ART 131) and MATH 115 or (MATH 112 and MATH 113) or ACT 30 or SAT 680 or PLMA 440 or PLAC 565,,FS
CE,262,3,Civil &amp; Constructn Engr Matls,"Introduction to the engineering properties of structural materials, including steel, wood, aggregate, concrete and asphalt, including experimental testing procedures and interpretation of results.",(AEM 201 or ESM 201) and (and),AEM 250,FS
CE,270,4,Field Studies in Water and Climate,"Water is one of the most abundant, yet most precious, natural resources on Earth. Processes occurring within and across many geosystems determine water’s movement and properties. This course explores how components of Earth’s water and climate systems operate and are linked through a combination of lecture and experiential field/lab activities. Fieldtrips and lab activities are designed to expose students to standard and innovative techniques used by engineers and geoscientists to understand water and climate systems, including map interpretation, glacial mass balance analysis, and dendrochronologic (tree ring measurement) analysis to obtain river flow and flood information. Fieldtrips will also help students better understand how humans modify water systems, through processes such as river regulation. Students will reside in Innsbruck (Austria) [with daytrips to King Ludwig II’s castles in Bavaria, Stubaier Glacier in Austria, and Bolzano, Italy] and Munich (Germany).",,,FS
CE,320,3,Intro Environmental Engineerg,"Introduction to the scientific and engineering principles needed to analyze and solve environmental engineering problems, and lab experience in the practice of environmental engineering related to air, water and waste water management. Writing proficiency within this discipline is required for a passing grade in this course.",CH 101 or CH 117 min grade of C-,AEM 311 and CHE 304,FS
CE,331,3,Intro to Structural Eng.,Introduction and principles of structural analysis of determinate and indeterminate structures. Computing proficiency is required for a passing grade in this course.,AEM 250 and CE 262,,FS
CE,340,4,Geotechnical Engineering,"Static and dynamic interaction of soil and water; theories of stress distribution, consolidation, strength and failures; stability of soil structures. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course.",CE 262 and AEM 250,,FS
CE,350,3,Intro. to Transportation Eng,"An introduction to different modes of transportation with emphasis on roadway and traffic engineering.  Topics include transportation economics and planning, highway geometric and pavement design, drainage, construction, traffic control devices, traffic operations, and management and highway capacity analysis.",CE 260 GES 255,,FS
CE,366,3,Introduction to Construction Engineering,"Applying engineering economic principles to construction and engineering problems; construction management processes and methods in planning, scheduling, and monitoring engineering projects.",CE 262,,FS
CE,378,3,Water Resources Engineering,"Mechanics of steady and unsteady flow in closed and open conduits, hydrology; water supply and wastewater disposal.",(Dynamics (AEM 264) and Fluid Mechanics (AEM 311)) or (Fluid Flow Operations (CHE 304)),,FS
CE,401,4,Capstone Design Site Development: Civil Engineering,"Students use of software to design site projects in teams, prepare construction drawings and deliver engineering reports. This class is normally taken during the last term on campus. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Computer proficiency is required for a passing grade in the course. A student who does not display computer upper-division student skills with Civil 3D and HEC-HMS will not earn a passing grade, no matter how well the student performs in the other areas of the course.",(CE 340 plus 4 of the following (CE 320) and (CE 331) and (CE 350) and (CE 366) and (CE 378)),1 of ((CE 461 or CE 561) OR (CE 458 or CE 558) OR (CE 424 or CE 524) OR (CE 475 or CE 575) OR (CE 451 or CE 551))  and  and AND  and  and 1 of (( CE 424 or CE 524) OR (CE 425 or CE 525) OR CE 433 OR CE 434 OR (CE 451 or CE 551) OR (CE 458 or CE 558) OR (CE 459 or CE 559) OR (CE 461 or CE 561) OR (CE 462 or CE 562) OR (CE 475 or CE 575)),FS
CE,402,4,Capstone Design Site Development: Construction Engineering,"Students use software to design projects in teams, prepare construction drawings and deliver engineering reports. Writing proficiency within this discipline and computing proficiency are required for a passing grade in this course. Computer proficiency is required for a passing grade in the course. A student who does not display computer upper-division student skills with Civil 3D and HEC-HMS will not earn a passing grade, no matter how well the student performs in the other areas of the course.",CE 340 and CE 366 and CE 331,CE 461 OR CE 561 and AND  and CE 468 OR CE 568  and AND  and CE 433 OR CE 434,FS
CE,403,4,Capstone Design Building Systems: Civil Engineering,"Students use software to design building projects in teams, prepare construction drawings and deliver engineering reports. The course is normally taken during the last term on campus. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Computing proficiency is required for a passing grade in this course. All students will use the software program Revit to model their design project.",(CE 331 and CE 340 and 3 of (CE 320) and (CE 350) and (CE 366) and (CE 378) and (CE 433 or CE 434)),ONE of the following: (CE 424 OR CE 524) or (CE 425 OR CE 525) or  and CE 433 or CE 434 or (CE 451 OR CE 551) or (CE 458 OR CE 558) or (CE 459 OR CE 559) or (CE 461 OR CE 561) or (CE 462 OR CE 562) or (CE 475 OR CE 575),FS
CE,404,4,Capstone Design Building Systems: Construction Engineering,"Students use software to design building projects in teams, prepare construction drawings and deliver engineering reports. The course is normally taken during the last term on campus. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Computing proficiency is required for a passing grade in this course. All students will use the software program Revit to model their design project. A Revit assignment and test will be given during the semester.",CE 340 and CE 366 and CE 331 and (CE 433 or CE 434),CE 462 OR CE 562  and AND and CE 468 OR CE 568,FS
CE,405,4,Capstone Design Site Development: Environmental Engineering,"Students use of software to design site projects in teams, prepare construction drawings and deliver engineering reports. This class is normally taken during the last term on campus. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Computer proficiency is required for a passing grade in the course. A student who does not display computer upper-division student skills with Civil 3D and HEC-HMS will not earn a passing grade, no matter how well the student performs in the other areas of the course.",CE 320 and CE 340 and CE 378,CE 425 OR CE 525  and AND and CE 424 OR CE 524 and AND  and CE 475 OR CE 575,FS
CE,406,4,Capstone Design Building Systems: Architectural Engineering,"Students use software to design building projects in teams, prepare construction drawings and deliver engineering reports. The course is normally taken during the last term on campus. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Computing proficiency is required for a passing grade in this course. All students will use the software program Revit to model their design project.",CE 340 and CE 366 and CE 331,CE 462 OR CE 562 and AND   and CE 433  and AND  and CE 434,FS
CE,414,3,Information Systems Design,"An overview of management information systems (MIS).  The course will focus on the practical aspects, applications and methodology or MIS, particularly from the construction engineer's perspective.  Information design methodology and building information modeling (BIM) will be covered in detail.",CE 366,,FS
CE,417,3,Advanced Project Management,This is an engineering management course designed to introduce students to the functions of project engineering and managers. It details the processes of planning and controlling project scope time and cost.,CE 366 or IE 203,GES 255,FS
CE,418,3,Engineering Management,"An introduction to management principles and the management functions of planning, organizing, motivating and controlling. Management of engineers in research, design, manufacturing/construction and quality will be studied.",CE 366,,FS
CE,420,3,Environmental Measurements,"Environmental Engineering phenomena are explored through conducting laboratory experiments, selecting analytical protocols to achieve an objective, evaluating collected data sets, and discussing the results in well written reports.  The course is composed of classroom lectures/discussions and weekly laboratory activities.",CE320 and CE378 and GES 255 ,CE 424,FS
CE,422,3,Solid And Hazardous Waste Mgt,"Engineering and regulatory requirements for the collection, storage, recycling, treatment and disposal of solid wastes.",CE 320,,FS
CE,424,3,Water And Wastewater Treatment,"Physical, chemical and biological principles and design of municipal water and wastewater treatment units.",CE 320,,FS
CE,425,3,Air Quality Engineering,This is an introductory course in Air Quality Engineering.  We have to major foci.  The first is to understand and evaluate our air resources and air quality (as related to human and environmental health) in terms of fundamental principels and design processes.  The second is to introduce the student to a varity of air pollution issues and engineered treatment processes.,(AEM 311 or CHE 304) and (CE 320),,FS
CE,426,3,Groundwater Mechanics,"To understand the physics and theoretical principles of groundwater flow and transport processes, and apply this knowledge for solving practical groundwater flow and transport problems.",MATH 227 and AEM 311,,FS
CE,430,3,Non-Destructive Evaluation and Testing of Civil Engineering Structures,"This course covers the state-of-the-art and state-of-the-practice methods of non-destructively evaluating and testing various civil engineering structures and materials such as concrete, asphalt, and steel. Students will use the techniques to solve real-world problems by evaluating and testing various structures across campus.",CE 340,,FS
CE,432,3,Matrix Analysis of Structures,"Introduction to the matrix-displacement method of analysis for framed structures, including computer implementation of analysis. An introduction to finite-element analysis is also included.",CE 331,,FS
CE,433,3,Reinf Concrete Struct I,"Concrete materials, placement of concrete and theory and design of reinforced beams, girders, slabs, columns and footings.",CE 331,,FS
CE,434,3,Structural Steel Design I,Theory and design of structural steel members and their connections.,CE 331,,FS
CE,435,3,Concrete Materials,"Portland cement and supplementary cementitious materials, aggregates, properties of fresh and hardened concrete, concrete durability issues, mixture proportioning, concrete construction methods, special concrete materials, test methods.",CE 331 or CE 340,,FS
CE,436,3,Wood Structural Design,"Modern timber engineering: design of beams, columns, trusses and floor systems.",CE 331,,FS
CE,437,3,Reinforced Concrete Struct II,"Design of reinforced concrete building components including two-way slabs, slender columns, prestressed beams, slap-on-grade and retaining walls.",CE 433,,FS
CE,438,3,Struct Steel Design II,"Basic and elementary design procedures for steel structures such as plate girders, mill buildings, multistory buildings, highway bridges and light-gauge steel structures.",CE 434,,FS
CE,439,3,Design of Wood and Masonry Structures,Design of wood and masonry components and subassemblies for low-rise residential and commercial buildings according to current design specifications.,CE 331,,FS
CE,442,3,Waste Containmnt Facilty,"Introduction to the fundamentals of soil behavior as they relate to environmental engineering. Topics include soil behavior, soil compaction, conduction phenomena, geosynthetics and aspects of landfill design.",CE 340 and CE 320,,FS
CE,444,3,Foundation Engineering,Analysis and design of soil foundation systems.,CE 340,,FS
CE,451,3,Roadway and Intersection Design,"Application of the principles of geometric design and traffic signal layout: vertical and horizontal alignment, intersections, traffic control, and traffic signal layout. Design projects will be prepared to illustrate standard techniques.",CE 350,,FS
CE,454,3,Urban Transportation Planning,"The course will provide a foundation in urban transportation planning, including an introduction to the planning process, software associated with transportation modeling and conducting transportation planning and traffic impact studies.",CE 350,,FS
CE,458,3,Traffic Engineering,"Vehicle operating characteristics, traffic flow, geometric design of road and intersections, and methods of traffic control.",CE 350,,FS
CE,459,3,Pavement Design and Rehabilitation,"This course covers two major areas of asphalt and concrete pavements: pavement thickness design and pavement maintenance.  Topics include pavement design by the Asphalt Institute and AASHTO methods.  Major maintenance will cover overlay design and slab repair, while routine maintenance will cover distress surveys, pothole repair, and crack and joint sealing.",CE 350 or CE 366,CE 340,FS
CE,461,3,Horizontl Construction Methods,"Introduction to horizontal construction equipment and methods, design of horizontal construction systems and construction operation analysis and simulation.",CE 366,CE 340,FS
CE,462,3,Vertical Construction Methods,"Introduction to vertical construction equipment and methods, design of vertical construction systems and construction operation analysis and management processess.",CE 366,CE 331,FS
CE,463,3,Construction Cost Estimating,"Addresses the estimating and cost control function from conceptual planning through project execution. Topics include productivity analysis, organization of estimates, cost forecasting, estimating tools and techniques, contingency planning, and relationship to contract types and project execution strategies.",CE 366,,FS
CE,464,3,Safety Engineering and Management,"An introduction to safety management and accident prevention, including state and federal laws related to general and construction projects. Topics include accident theories, safety regulations, Construction Safety act, hazards and their control, human behavior and safety and safety management.",GES 255 and CE 366,,FS
CE,466,3,Sustainable and Lean Construction,"An introduction to sustainable and lean construction, including application of engineering economics principles to sustainable construction problems. Green design, construction, and operations from a project management standpoint. Theoretical concepts and industry practices used to model, evaluate, and enhance construction performance through the design and implementation of effective project schedules, construction operations, and contracting relationships.",CE 366,,FS
CE,467,3,Constr. Accounting &amp; Finance,"Financial management of construction projects. Topics include alternative selection, life-cycle analysis, applied financial management techniques, insurance/indemnification, risk management and tax implications.",CE 366,,FS
CE,468,3,Construction Scheduling,"The management structure of construction companies and the laws, regulations, practices, tools and processes used in planning, scheduling and monitoring construction projects. Writing proficiency within this discipline is required for a passing grade in this course.",CE 366,,FS
CE,470,4,Water Resources in the European Alps,"The course focuses on statistical hydrology, climate, dendrohydrology (tree rings) and glaciers. The classroom lectures and in-class labs include the use of statistical software to analyze hydrologic datasets, the use of remote imagery to evaluate glacier recession, application of empirical equations to estimate glacier mass loss, evaluation of hydrologic (streamflow, snowpack) and climatic datasets, developing skeleton plots and cross dating tree-ring data, and seminars. The field labs consist of hand coring and analyzing tree ring data.",(Sophomore status) and (2.5 GPA) and (CE 378),,FS
CE,471,3,Open Channel Flow,"Basic concepts of fluid flow, energy and momentum principles, flow resistance in nonuniform sections, channel controls and transitions, and nonuniform flow computations.",CE 378,,FS
CE,475,3,Hydrology,"Hydrologic cycle, rainfall-runoff relations, unit hydrograph, statistical hydrology and hydrologic simulation. Includes a class project with application to flood control, water supply and multipurpose projects.",CE 378,,FS
CE,476,3,Process Hydrology,"This course develops a quantitative approach to understanding and prediction of hydrologic processes. The processes covered include interception, snowmelt, evapotranspiration, infiltration, groundwater flow, overland flow, and streamflow. Relative (dis-)advantages of different model representations will be highlighted. Process couplings and their impact on the integrated hydrologic response will be also discussed.",CE 378,,FS
CE,480,3,Forensic Engineering,"When failures in the built environment occur, whether during design, construction or in-service, a thorough examination of the causes is essential to both the evolution sound engineering practices and to dispute resolution through the legal system. The role of the engineer in this process is examined.",,,FS
CE,481,3,Legal Aspects of Engineering and Construction,"Legal aspects of engineering and construction contracts and specifications; contract formation, interpretation, rights and duties, and changes; legal liabilities and professional ethics of architects, engineers and contractors. Writing proficiency within this discipline is required for a passing grade in this course. This is a three hour survey course covering, primarily, the organization of the federal and state courts, construction contracting, potential tort liability and professionalism for engineers in Alabama.",(CE 320) and (CE 331) and (CE 340) and (CE 350) and (CE 366 or CE 378) and (one HU elective (3 credits)),,FS
CE,485,3,Const. Site Erosion Control,Nature and magnitude of erosion problems. Erosion plan development. Rainfall energy and erosion predictions. Sediment transport in urban areas. Channel and slope stability. Sedimentation and other controls.,CE 378,,FS
CE,486,3,GIS for Civil Engineers,Introduction to geographic information system design and use for civil engineering problem solving.,CE 260 and any CE 300 Level Course,,FS
CE,491,"1,4",Special Topics in Civil Engineering,"Credit is based on the amount of work undertaken. This course is presents developing topics in the Civil Engineering disciplines including: transportation systems, processes and model; site development; architectural &amp; building systems;  advances in civil engineering materials and structural design; environmental analysis, modeling, or processes; hydrologist processes, models and water resources advances; next generation construction engineering; sustainability and resilient infrastructure systems.",(CE 262 and One of the following: CE 320) and (CE 331) and (CE 340) and (CE 350) and (CE 366) and (CE 378),,FS
CE,492,"1,4",Independent Study in Civil Engineering Sub-Disciplines,"Independent study, either as individual students or a group of five students or less working under the guidance and mentorship of an instructor.  The independent study will typically focus on: (1) a specific issue, problem, application, design or process in a traditional field of civil engineering OR (2) a specific development, advancement, issue, problem, or challenge in a new or developing specialty area in the fields of civil engineering.",,,FS
CE,498,"1,6",Undergraduate Research Experience ,"Conduct research under the guidance of a faculty member. Analyze data. Produce and present, submit or publish related scholarly work.","(CE 320 or CE 331 or CE 340 or CE 350 or CE 366 or CE 378) and (						Permission of a department faculty member (research advisor))",,FS
CE,501,3,Masters Capstone Project-Plan II,"Development of a research paper, professional practice or policy paper, or other equivalent report.  Topic to be approved in advance by the student’s graduate advisor.",MS Plan II students only,,FS
CE,514,3,Information Systems Design,"An overview of management information systems (MIS).  The course will focus on the practical aspects, applications, and methodology or MIS, particularly from the construction engineer's perspective.  Information design methodology and building information modeling (BIM) will be covered in detail.",,,FS
CE,517,3,Advanced Project Management,"Not open to students who have credit for CE 417. This is an engineering management course designed to introduce students to the functions of project engineers and managers. It details the processes of planning and controlling project scope, time, and cost.",,,FS
CE,518,3,Engineering Mangement,"Not open to students who have credit for CE 418. An introduction to management principles, and the management functions of planning, organizing, motivating, and controlling. Management of engineers in research, design, manufacturing/construction, and quality will be studied.",,,FS
CE,521,3,Environmental Engineering Microbiology,Fundamentals of microbiology for environmental engineers and application of these principles to natural and engineered systems.,CE 320 or equivalent,,FS
CE,522,3,Solid Hazardous Waste Managmnt,"Engineering design and regulatory requirements for the collection, storage, recycling, treatment, and disposal of solid wastes.",CE 320,,FS
CE,524,3,Water &amp; Wastewater Treatment,,(AEM 311 or CHE 304) and (CE 320),,FS
CE,525,3,Air Pollution,"Introduction to the source, characteristics, and effects of air pollution and to air pollution control technology and design.",AEM 311 or CE 320,,FS
CE,526,3,Groundwater Mechanics,A mechanics course focusing on developing the physical and mathematical principles of groundwater models used for predicting water and contaminant transport processes in subsurface aquifers.,MATH 227 and AEM 311,,FS
CE,529,3,Research Proposal Writing in EWR,"Research funding is essential to a successful academic career. However, few PhD students receive adequate mentoring in how to craft competitive proposals. In this course, graduate students review literature, identify research questions, then draft and submit competitive funding proposals (for example to the EPA P3 program).",,,FS
CE,530,3,Non-Destructive Evaluation and Testing of Civil Engineering Structures,"This course covers the state-of-the-art and state-of-the-practice methods of non-destructively evaluating and testing various civil engineering structures and materials such as concrete, asphalt, and steel. Students will use the techniques to solve real-world problems by evaluating and testing various structures across campus.",CE 340,,FS
CE,531,3,Structural Dynamics,"Response of civil engineering structures to typical dynamic loads including theory, development of basic equations, and measurement of structure response in the laboratory.",AEM 264 and CE 331,,FS
CE,532,3,Matrix Analysis of Structures,"Introduction to the matrix-displacement method of analysis for framed structures, including computer implementation of analysis. An introduction to finite-element analysis is also included.",CE 331,,FS
CE,533,3,Structural Loads,"Calculation of typical gravity and lateral loads on Civil Engineering structures, identification of load paths for different building systems, and preliminary evaluation of structural adequacy.",CE 331,,FS
CE,534,3,Advanced Structural Mechanics,"Introduction to advances structural mechanics topics, including elementary elasticity, elementary beam theories, beams on elastic foundations, energy methods, buckling and free vibration of beams, and elementary thin-plate theory.",,,FS
CE,535,3,Concrete Materials,"Portland cement and supplementary cementitious materials, aggregates, properties of fresh and hardened concrete, concrete durability issues, mixture proportioning, concrete construction methods, special concrete materials, test methods.",(CE 331 or CE 340) and (MTE 271 for non-CCEE students),,FS
CE,536,3,Wood Structural Design,"Modern timber engineering: design of beams, columns, trusses, and floor systems.",CE 331,,FS
CE,537,3,Reinforced Concrete Struct II,"Design of reinforced concrete building components including two-way slabs, slender columns, prestressed beams, slap-on-grade, and retaining walls.",CE 433,,FS
CE,538,3,Struct Steel Design II,"Basic and elementary design procedures for steel structures such as plate girders, mill buildings, multistory buildings, highway bridges, and light-gauge steel structures.",CE 434,,FS
CE,542,3,Waste Containmnt Facilty,"Introduction to the fundamentals of soil behavior as they relate to environmental engineering. Topics include soil behavior, soil compaction, conduction phenomena, geosynthetics, and aspects of landfill design.",CE 320,,FS
CE,543,3,Prestressed Concrete Design,"Analysis and design of prestressed concrete members, review of hardware, stress calculations, prestress losses, section proportioning, flexural design, shear design, deflections, and statically indeterminate structures.",CE 433 or equivalent course on reinforced concrete structures,,FS
CE,544,3,Foundation Engineering,Analysis and design of soil foundation systems.,CE 340,,FS
CE,551,3,Roadway and Intersection Design,"Application of the principles of geometric design and traffic signal layout: vertical and horizontal alignment, intersections, traffic control, and traffic signal layout. Design projects will be prepared to illustrate standard techniques.",CE 350,,FS
CE,552,3,Transportation Safety and Security,"This course focuses on major transportation safety and security issues. The course examines how death, injury and property damage and the public perception of risk detract communities from achieving their goals. The specific issues relate to transportation safety and security goals, relevant frameworks, and the selection of safety countermeasures and their evaluation in terms of specific criteria.",CE 350,,FS
CE,553,3,Intelligent Transportation Systems,"This course covers the fundamentals of Intelligent Transportation Systems (ITS). The topics to be covered in the course will include systems engineering approach applied to ITS, ITS deployment and transportation operations, transportation system management, traveler response to technologies and information, ITS planning, evaluation, and institutional issues.",CE 350,,FS
CE,554,3,Urban Transportation Planning,"An introduction to the planning process, software associated with transportation modeling, and conducting transportation planning and traffic impact studies.",,,FS
CE,555,3,Traffic Flow Theory,"This course covers the fundamentals of traffic flow theory. Topics shall include microscopic flow characteristics, macroscopic flow characteristics, microscopic speed characteristics, macroscopic speed characteristics, microscopic density characteristics, macroscopic density characteristics, demand-supply analysis, capacity analysis, traffic stream models, shockwave analysis, queueing analysis, and simulation models.",CE 350,,FS
CE,558,3,Traffic Engineering,"This course covers the fundamentals of traffic engineering, including vehicle operating characteristics, traffic flow, traffic data, traffic hardware, traffic software, geometric design of road and intersections, and methods of traffic control.",CE 350,,FS
CE,559,3,Pavement Design and Rehabilitation,"This course covers two areas concerning care of existing highway asphalt and concrete pavements. Major maintenance includes overlay design, additional drainage, recycling, and slab repair. Routine maintenance includes distress surveys, pothole repair, and crack and joint sealing.",CE 350 or CE 366,,FS
CE,561,3,Horizontal Construction Method,"Introduction to horizontal construction engineering equipment and methods. Design of horizontal construction systems, and construction operation analyses and simulation.",,,FS
CE,562,3,Vertical Construction Methods,"Construction of buildings, including mechanical, electrical, plumbing and controls systems, design of temporary structures, and planning and design of lifts.",CE 366,,FS
CE,563,3,Construction Cost Estimating,"Addresses the estimating and cost control function from conceptual planning through project execution.  Topics include productivity analysis, organization of estimates, cost forecasting, estimating tolls and techniques, contingency planning and relationship to contract types and project execution strategies.",CE 366,,FS
CE,564,3,Safety Engineering and Management,"Not open to students with credit for CE 464. An exposure to safety engineering and accident prevention including state and federal laws related to general and construction projects. Topics include accident theories, safety regulations, Construction Safety Act, hazards and their control, human behavior and safety, and safety management.",(GES 255) and (CE 366),,FS
CE,566,3,Sustainable and Lean Construction,"An introduction to sustainable and lean construction, including application of engineering economics principles to sustainable construction problems. Green design, construction, and operations from a project management standpoint. Theoretical concepts and industry practices used to model, evaluate, and enhance construction performance through the design and implementation of effective project schedules, construction operations, and contracting relationships.",CE 366,,FS
CE,567,3,Constr. Accounting &amp; Finance,Applications of accounting and financial practice to management of construction projects.,CE366,,FS
CE,568,3,Construction Scheduling,"The management structure of construction companies and the laws, regulations, practices, tools, and processes used in planning, scheduling, and monitoring construction projects. Writing proficiency is required for a passing grade in this course.",,,FS
CE,570,3,Open Channel Flow,"Basic concepts of fluid flow, energy and momentum principles, flow resistance in nonuniform sections, channel controls and transitions, and nonuniform flow computations.",CE 378,,FS
CE,573,3,Statistical Applications,"Applications of statistical and probabilistic methodologies for analysis and solution of practical civil engineering problems, including hypothesis testing, simple and multiple regression analysis, analysis of variance for single and multi-factor experiments, forecasting models, simulation, and statistical quality control.",GES 255,,FS
CE,575,3,Hydrology,"Hydrologic cycle, rainfall-runoff relations, unit hydrograph, statistical hydrology, and hydrologic simulation; includes a class project with application to flood control, water supply, and multipurpose projects.",CE 378,,FS
CE,576,3,Process Hydrology,"This course develops a quantitative approach to understanding and prediction of hydrologic processes. The processes covered include interception, snowmelt, evapotranspiration, infiltration, groundwater flow, overland flow, and streamflow. Relative (dis-)advantages of different model representations will be highlighted. Process couplings and their impact on the integrated hydrologic response will be also discussed. Evaluation in the course will consist of out-of-class assignments and a term project.",CE 378,,FS
CE,578,3,Analytical Methods in Environmental Engineering,"The field of environmental engineering relies heavily on a number of analytical techniques, which have become the basis for a large amount of the work being conducted. The main objective of this course is to introduce students to the theory and application of many of the analytical instruments that are commonly used by environmental engineers.",(CH 101 or CH 117) and (CE 320 or CHE 255),,FS
CE,581,3,Legal Aspects of Engineering and Construction,"Legal aspects of engineering and construction contracts and specifications; contract formation, interpretation, rights and duties, and changes; legal liabilities and professional ethics of architects, engineers and contractors.  This is a three hour survey course covering, primarily, the organization of the federal and state courts, construction contracting, potential tort liability and professionalism for engineers in Alabama.",(CE 320) and (CE 331) and (CE 340) and (CE 350) and (CE 366 or CE 378) and (one HU elective (3 credits)),,FS
CE,585,3,Constructn Site Erosion Contrl,"Nature and magnitude of erosion problems, and erosion plan development. Rainfall energy and erosion predictions. Sediment transport in urban areas. Channel and slope stability, and sedimentation and other controls.",,,FS
CE,586,3,GIS for Civil Engineers,Introduction to geographic information system design and use for civil engineering problem solving.,CE 260 and any CE 300 Level course,,FS
CE,591,"1,3",Special Problems,Independent study. Credit is based on the amount of work undertaken.,,,FS
CE,592,"1,4",Graduate Independent Study in Civil Engineering Sub-Discipline,"Independent study, either as individual students or a group of five students or less working under the guidance and mentorship of an instructor.  The independent study will typically focus on: (1) a specific issue, problem, application, design or process in a traditional field of civil engineering OR (2) a specific development, advancement, issue, problem, or challenge in a new or developing specialty area in the fields of civil engineering.",,,FS
CE,593,"1,3",Practicum,"This course allows graduate students to gain classroom and laboratory experience under supervised conditions. Tasks may include grading for selected courses, structured lecturing, laboratory monitoring, and other related pedagogical exercises.",,,FS
CE,598,"1,6",Non-Thesis Research,Research Not Related to Thesis. Variable credit.,,,FS
CE,599,"1,12",Thesis Research,"This independent research course partially fulfills required master’s-level research thesis hours toward the master’s degree in Civil Engineering/Environmental Engineering. The course is conducted under the guidance of the thesis advisor.  Material covered will be of an advanced nature aimed at providing master's students with an understanding of the latest research and current developments within the field. Discussion and advisor guidance will be directed towards readings of research articles and development of research methodology, with the aim of producing an original research contribution that represents a novel development in the field, or a novel perspective on a pre-existing topic in the field.",,,FS
CE,631,3,Experimental Methods in Structural Dynamics,"Introduction to experimental methods in the behavior of structures subjected to dynamic loading. Principles of vibration testing and digital signal processing. Current techniques in modal analysis, system identification, actuator and structural control, structural health monitoring.",CE 531,,FS
CE,632,3,Structural Reliability,The knowledge taught in this course is to provide the background needed to understand how reliability-based design criteria were developed and to provide a basic tool for structural engineers interested in applying this reliability-based design criteria to other situations.,CE 573 Statistical Applications in Civil Engineering or instructor permission,,FS
CE,636,3,Advanced Infrastructure Materials,Introduction to advanced and innovative materials used in civil infrastructure systems.  An introduction to research methodology in materials is also included.,CE 331,,FS
